ID,Name,Mass_kg,Radius_m,Velocity_m/s,Type,Mass_Msun,Schwarzschild_radius_m,R/r_s
452,WhiteDwarf_52,2.192238e+30,5.725515e+06,1.752375e+06,white_dwarf,1.102181e+00,3.255982e+03,1.758461e+03
453,WhiteDwarf_53,2.698359e+30,8.120544e+06,3.787916e+06,white_dwarf,1.356641e+00,4.007689e+03,2.026241e+03
454,WhiteDwarf_54,1.077048e+30,7.696400e+06,1.867732e+06,white_dwarf,5.415024e-01,1.599667e+03,4.811252e+03
455,WhiteDwarf_55,3.541229e+29,5.914996e+06,2.163748e+06,white_dwarf,1.780407e-01,5.259546e+02,1.124621e+04
456,WhiteDwarf_56,5.662032e+29,7.520253e+06,3.340370e+05,white_dwarf,2.846673e-01,8.409431e+02,8.942642e+03
457,WhiteDwarf_57,1.898813e+30,8.085505e+06,8.073958e+05,white_dwarf,9.546572e-01,2.820178e+03,2.867019e+03
458,WhiteDwarf_58,1.929031e+30,8.087826e+06,1.409170e+06,white_dwarf,9.698498e-01,2.865059e+03,2.822918e+03
459,WhiteDwarf_59,2.773085e+30,5.250436e+06,4.844579e+06,white_dwarf,1.394211e+00,4.118675e+03,1.274788e+03
460,WhiteDwarf_60,2.458623e+30,5.347653e+06,4.583258e+06,white_dwarf,1.236110e+00,3.651626e+03,1.464458e+03
461,WhiteDwarf_61,7.217021e+29,8.913017e+06,4.289367e+06,white_dwarf,3.628467e-01,1.071895e+03,8.315195e+03
462,WhiteDwarf_62,2.489510e+30,7.321621e+06,2.546732e+06,white_dwarf,1.251639e+00,3.697500e+03,1.980154e+03
463,WhiteDwarf_63,2.457260e+30,5.937110e+06,4.144065e+06,white_dwarf,1.235425e+00,3.649601e+03,1.626783e+03
464,WhiteDwarf_64,1.083270e+30,6.232674e+06,4.225134e+06,white_dwarf,5.446304e-01,1.608907e+03,3.873855e+03
465,WhiteDwarf_65,1.679802e+30,8.543680e+06,1.559197e+06,white_dwarf,8.445459e-01,2.494896e+03,3.424464e+03
466,WhiteDwarf_66,1.478539e+30,7.704039e+06,1.241303e+06,white_dwarf,7.433578e-01,2.195973e+03,3.508258e+03
467,WhiteDwarf_67,7.521947e+29,8.924834e+06,4.095231e+06,white_dwarf,3.781773e-01,1.117184e+03,7.988691e+03
468,WhiteDwarf_68,2.235507e+30,7.712320e+06,6.220462e+05,white_dwarf,1.123935e+00,3.320246e+03,2.322816e+03
469,WhiteDwarf_69,1.272756e+30,5.349216e+06,4.343262e+06,white_dwarf,6.398973e-01,1.890338e+03,2.829767e+03
470,WhiteDwarf_70,2.567625e+30,5.584115e+06,2.964613e+06,white_dwarf,1.290912e+00,3.813518e+03,1.464295e+03
471,WhiteDwarf_71,1.382331e+30,6.115984e+06,2.000327e+05,white_dwarf,6.949879e-01,2.053082e+03,2.978928e+03
472,WhiteDwarf_72,2.712324e+30,7.609959e+06,1.583056e+06,white_dwarf,1.363662e+00,4.028431e+03,1.889063e+03
473,WhiteDwarf_73,1.797837e+30,5.690589e+06,4.230702e+06,white_dwarf,9.038899e-01,2.670205e+03,2.131143e+03
474,WhiteDwarf_74,1.189530e+30,5.880298e+06,3.910404e+06,white_dwarf,5.980541e-01,1.766727e+03,3.328356e+03
475,WhiteDwarf_75,2.459729e+30,5.899095e+06,3.420250e+06,white_dwarf,1.236666e+00,3.653269e+03,1.614744e+03
476,WhiteDwarf_76,1.218445e+30,6.193517e+06,3.010526e+06,white_dwarf,6.125919e-01,1.809674e+03,3.422449e+03
477,WhiteDwarf_77,1.680019e+30,5.364589e+06,1.305070e+06,white_dwarf,8.446552e-01,2.495218e+03,2.149947e+03
478,WhiteDwarf_78,1.290346e+30,7.193127e+06,2.755230e+06,white_dwarf,6.487410e-01,1.916463e+03,3.753334e+03
479,WhiteDwarf_79,1.920789e+30,7.807262e+06,2.828830e+06,white_dwarf,9.657057e-01,2.852817e+03,2.736685e+03
480,WhiteDwarf_80,2.663688e+30,5.299302e+06,4.320636e+06,white_dwarf,1.339210e+00,3.956195e+03,1.339495e+03
481,WhiteDwarf_81,2.544243e+30,5.151278e+06,3.775294e+06,white_dwarf,1.279157e+00,3.778792e+03,1.363208e+03
482,WhiteDwarf_82,5.633188e+29,5.422756e+06,5.719490e+05,white_dwarf,2.832171e-01,8.366592e+02,6.481440e+03
483,WhiteDwarf_83,4.948936e+29,8.632158e+06,9.660270e+05,white_dwarf,2.488153e-01,7.350319e+02,1.174392e+04
484,WhiteDwarf_84,1.162663e+30,5.457431e+06,2.867775e+06,white_dwarf,5.845464e-01,1.726824e+03,3.160386e+03
485,WhiteDwarf_85,1.973684e+30,8.439547e+06,4.999563e+06,white_dwarf,9.922994e-01,2.931378e+03,2.879037e+03
486,WhiteDwarf_86,1.646616e+30,5.008381e+06,2.618997e+06,white_dwarf,8.278615e-01,2.445608e+03,2.047909e+03
487,WhiteDwarf_87,2.065600e+30,5.616584e+06,4.447234e+06,white_dwarf,1.038512e+00,3.067895e+03,1.830762e+03
488,WhiteDwarf_88,1.952466e+30,6.289967e+06,3.607492e+05,white_dwarf,9.816318e-01,2.899864e+03,2.169056e+03
489,WhiteDwarf_89,5.709472e+29,6.798399e+06,4.823161e+06,white_dwarf,2.870524e-01,8.479891e+02,8.017083e+03
490,WhiteDwarf_90,1.795600e+30,5.570751e+06,6.347406e+05,white_dwarf,9.027654e-01,2.666883e+03,2.088862e+03
491,WhiteDwarf_91,2.778349e+30,5.939181e+06,2.503763e+06,white_dwarf,1.396857e+00,4.126492e+03,1.439281e+03
492,WhiteDwarf_92,7.903868e+29,8.666785e+06,8.098702e+05,white_dwarf,3.973790e-01,1.173908e+03,7.382850e+03
493,WhiteDwarf_93,1.061577e+30,6.512346e+06,3.720899e+06,white_dwarf,5.337237e-01,1.576687e+03,4.130398e+03
494,WhiteDwarf_94,1.669828e+30,6.646313e+06,1.358268e+06,white_dwarf,8.395316e-01,2.480083e+03,2.679876e+03
495,WhiteDwarf_95,1.756630e+30,7.555352e+06,4.856692e+05,white_dwarf,8.831722e-01,2.609003e+03,2.895878e+03
496,WhiteDwarf_96,1.643346e+30,9.567815e+06,2.411714e+06,white_dwarf,8.262173e-01,2.440751e+03,3.920030e+03
497,WhiteDwarf_97,1.230231e+30,9.231758e+06,2.382928e+06,white_dwarf,6.185172e-01,1.827178e+03,5.052468e+03
498,WhiteDwarf_98,2.539053e+30,9.392027e+06,4.345464e+06,white_dwarf,1.276548e+00,3.771083e+03,2.490538e+03
499,WhiteDwarf_99,2.222848e+30,5.335944e+06,9.155976e+05,white_dwarf,1.117571e+00,3.301446e+03,1.616245e+03
500,WhiteDwarf_100,8.305012e+29,6.714912e+06,8.480321e+05,white_dwarf,4.175471e-01,1.233487e+03,5.443845e+03
501,WhiteDwarf_101,1.280694e+30,7.197441e+06,4.387704e+06,white_dwarf,6.438881e-01,1.902127e+03,3.783891e+03
502,WhiteDwarf_102,1.849834e+30,7.973803e+06,2.536108e+06,white_dwarf,9.300319e-01,2.747432e+03,2.902275e+03
503,WhiteDwarf_103,2.076245e+30,5.354137e+06,9.471104e+05,white_dwarf,1.043864e+00,3.083706e+03,1.736267e+03
504,WhiteDwarf_104,1.074043e+30,8.422739e+06,1.113804e+06,white_dwarf,5.399914e-01,1.595203e+03,5.280042e+03
505,WhiteDwarf_105,1.799956e+30,9.259359e+06,4.448248e+06,white_dwarf,9.049554e-01,2.673353e+03,3.463576e+03
506,WhiteDwarf_106,6.670883e+29,9.082413e+06,3.322498e+06,white_dwarf,3.353888e-01,9.907810e+02,9.166922e+03
507,WhiteDwarf_107,1.551674e+30,5.007651e+06,2.191333e+06,white_dwarf,7.801279e-01,2.304597e+03,2.172897e+03
508,WhiteDwarf_108,2.238923e+30,6.740259e+06,1.185724e+06,white_dwarf,1.125653e+00,3.325320e+03,2.026950e+03
509,WhiteDwarf_109,2.367821e+30,9.576184e+06,4.331319e+06,white_dwarf,1.190458e+00,3.516764e+03,2.723011e+03
510,WhiteDwarf_110,1.509493e+30,5.290484e+06,3.574477e+06,white_dwarf,7.589204e-01,2.241947e+03,2.359772e+03
511,WhiteDwarf_111,8.322521e+29,7.574167e+06,9.539786e+05,white_dwarf,4.184274e-01,1.236087e+03,6.127533e+03
512,WhiteDwarf_112,1.263959e+30,8.348557e+06,3.301188e+06,white_dwarf,6.354746e-01,1.877272e+03,4.447174e+03
513,WhiteDwarf_113,5.025666e+29,9.454310e+06,3.511965e+06,white_dwarf,2.526730e-01,7.464280e+02,1.266607e+04
514,WhiteDwarf_114,2.123705e+30,6.488898e+06,1.770623e+05,white_dwarf,1.067725e+00,3.154194e+03,2.057228e+03
515,WhiteDwarf_115,1.813824e+30,7.445681e+06,1.370531e+06,white_dwarf,9.119276e-01,2.693950e+03,2.763853e+03
516,WhiteDwarf_116,1.916603e+30,6.921543e+06,4.566728e+06,white_dwarf,9.636015e-01,2.846601e+03,2.431512e+03
517,WhiteDwarf_117,2.342997e+30,7.207870e+06,1.547205e+06,white_dwarf,1.177978e+00,3.479895e+03,2.071290e+03
518,WhiteDwarf_118,3.881862e+29,8.576626e+06,3.149872e+06,white_dwarf,1.951665e-01,5.765466e+02,1.487586e+04
519,WhiteDwarf_119,1.589654e+30,6.118501e+06,3.341809e+06,white_dwarf,7.992227e-01,2.361005e+03,2.591481e+03
520,WhiteDwarf_120,1.917976e+30,9.507583e+06,2.224859e+06,white_dwarf,9.642914e-01,2.848639e+03,3.337588e+03
521,WhiteDwarf_121,2.473944e+30,6.618474e+06,2.457869e+06,white_dwarf,1.243813e+00,3.674381e+03,1.801249e+03
522,WhiteDwarf_122,2.554919e+30,8.074597e+06,4.295075e+06,white_dwarf,1.284525e+00,3.794648e+03,2.127891e+03
523,WhiteDwarf_123,2.005215e+30,6.097509e+06,1.298087e+06,white_dwarf,1.008153e+00,2.978210e+03,2.047374e+03
524,WhiteDwarf_124,8.204412e+29,6.684188e+06,4.271342e+06,white_dwarf,4.124893e-01,1.218546e+03,5.485382e+03
525,WhiteDwarf_125,2.235379e+30,7.553700e+06,9.586794e+05,white_dwarf,1.123871e+00,3.320057e+03,2.275172e+03
526,WhiteDwarf_126,1.500750e+30,5.295198e+06,4.210300e+06,white_dwarf,7.545249e-01,2.228962e+03,2.375634e+03
527,WhiteDwarf_127,1.571329e+30,7.789998e+06,3.431821e+06,white_dwarf,7.900094e-01,2.333788e+03,3.337921e+03
528,WhiteDwarf_128,6.919599e+29,5.382828e+06,1.223998e+06,white_dwarf,3.478933e-01,1.027721e+03,5.237636e+03
529,WhiteDwarf_129,1.468480e+30,5.095926e+06,4.293932e+06,white_dwarf,7.383008e-01,2.181034e+03,2.336473e+03
530,WhiteDwarf_130,2.407873e+30,9.448982e+06,2.835533e+06,white_dwarf,1.210595e+00,3.576251e+03,2.642147e+03
531,WhiteDwarf_131,2.501241e+30,9.413144e+06,3.148084e+06,white_dwarf,1.257537e+00,3.714924e+03,2.533873e+03
532,WhiteDwarf_132,2.427370e+30,8.536377e+06,8.798900e+05,white_dwarf,1.220397e+00,3.605208e+03,2.367790e+03
533,WhiteDwarf_133,2.183315e+30,9.003542e+06,1.476999e+06,white_dwarf,1.097695e+00,3.242730e+03,2.776532e+03
534,WhiteDwarf_134,2.029964e+30,5.942182e+06,2.337672e+06,white_dwarf,1.020595e+00,3.014968e+03,1.970894e+03
535,WhiteDwarf_135,8.049137e+29,6.454251e+06,3.844091e+06,white_dwarf,4.046826e-01,1.195484e+03,5.398862e+03
536,WhiteDwarf_136,6.975050e+29,6.384647e+06,4.357568e+06,white_dwarf,3.506812e-01,1.035957e+03,6.163044e+03
537,WhiteDwarf_137,2.357155e+30,6.985334e+06,4.822536e+06,white_dwarf,1.185096e+00,3.500922e+03,1.995284e+03
538,WhiteDwarf_138,1.455664e+30,7.839928e+06,2.114578e+06,white_dwarf,7.318570e-01,2.161998e+03,3.626242e+03
539,WhiteDwarf_139,1.340725e+30,8.730984e+06,1.094133e+06,white_dwarf,6.740697e-01,1.991287e+03,4.384593e+03
540,WhiteDwarf_140,6.015777e+29,8.388550e+06,2.481520e+06,white_dwarf,3.024523e-01,8.934825e+02,9.388600e+03
541,WhiteDwarf_141,7.118484e+29,6.579023e+06,4.311782e+06,white_dwarf,3.578926e-01,1.057260e+03,6.222710e+03
542,WhiteDwarf_142,2.761878e+30,9.136823e+06,2.619415e+05,white_dwarf,1.388576e+00,4.102030e+03,2.227391e+03
543,WhiteDwarf_143,1.544239e+30,9.210645e+06,2.068843e+06,white_dwarf,7.763899e-01,2.293554e+03,4.015883e+03
544,WhiteDwarf_144,2.467473e+30,8.312683e+06,3.876340e+06,white_dwarf,1.240560e+00,3.664771e+03,2.268268e+03
545,WhiteDwarf_145,7.425173e+29,8.565952e+06,4.351529e+06,white_dwarf,3.733119e-01,1.102810e+03,7.767384e+03
546,WhiteDwarf_146,2.778831e+30,6.889926e+06,1.259942e+05,white_dwarf,1.397100e+00,4.127209e+03,1.669391e+03
547,WhiteDwarf_147,1.496186e+30,5.089253e+06,2.182824e+06,white_dwarf,7.522300e-01,2.222183e+03,2.290204e+03
548,WhiteDwarf_148,5.365696e+29,9.694702e+06,2.873583e+06,white_dwarf,2.697685e-01,7.969304e+02,1.216506e+04
549,WhiteDwarf_149,1.511584e+30,6.516617e+06,2.999929e+06,white_dwarf,7.599720e-01,2.245053e+03,2.902656e+03
550,WhiteDwarf_150,8.259483e+29,9.258878e+06,4.634331e+06,white_dwarf,4.152581e-01,1.226725e+03,7.547640e+03
551,NeutronStar_1,3.906723e+30,1.259657e+04,7.558374e+06,neutron_star,1.964164e+00,5.802390e+03,2.170928e+00
552,NeutronStar_2,2.209335e+30,1.495693e+04,7.583450e+06,neutron_star,1.110777e+00,3.281375e+03,4.558130e+00
553,NeutronStar_3,3.971901e+30,1.329508e+04,9.962841e+06,neutron_star,1.996934e+00,5.899195e+03,2.253710e+00
554,NeutronStar_4,3.171808e+30,1.224286e+04,1.115234e+06,neutron_star,1.594675e+00,4.710871e+03,2.598852e+00
555,NeutronStar_5,2.735835e+30,1.066944e+04,8.981971e+06,neutron_star,1.375483e+00,4.063350e+03,2.625773e+00
556,NeutronStar_6,2.928728e+30,1.476516e+04,7.361481e+06,neutron_star,1.472462e+00,4.349840e+03,3.394414e+00
557,NeutronStar_7,2.982651e+30,1.196799e+04,8.413409e+06,neutron_star,1.499573e+00,4.429929e+03,2.701622e+00
558,NeutronStar_8,2.706074e+30,1.158689e+04,4.587620e+06,neutron_star,1.360520e+00,4.019147e+03,2.882922e+00
559,NeutronStar_9,3.032411e+30,1.060147e+04,1.576596e+06,neutron_star,1.524591e+00,4.503834e+03,2.353875e+00
560,NeutronStar_10,3.506805e+30,1.315446e+04,4.481589e+06,neutron_star,1.763100e+00,5.208419e+03,2.525615e+00
561,NeutronStar_11,4.130307e+30,1.401951e+04,4.090141e+06,neutron_star,2.076575e+00,6.134465e+03,2.285369e+00
562,NeutronStar_12,2.295083e+30,1.215555e+04,1.418113e+06,neutron_star,1.153888e+00,3.408731e+03,3.566004e+00
563,NeutronStar_13,3.551923e+30,1.334268e+04,2.739995e+06,neutron_star,1.785783e+00,5.275430e+03,2.529212e+00
564,NeutronStar_14,3.129269e+30,1.198855e+04,7.799946e+06,neutron_star,1.573287e+00,4.647690e+03,2.579463e+00
565,NeutronStar_15,2.632684e+30,1.418356e+04,9.454574e+06,neutron_star,1.323622e+00,3.910147e+03,3.627374e+00
566,NeutronStar_16,2.392362e+30,1.279272e+04,9.287002e+06,neutron_star,1.202796e+00,3.553213e+03,3.600325e+00
567,NeutronStar_17,2.218051e+30,1.494200e+04,5.195082e+06,neutron_star,1.115159e+00,3.294320e+03,4.535684e+00
568,NeutronStar_18,2.994826e+30,1.331626e+04,8.475513e+06,neutron_star,1.505694e+00,4.448012e+03,2.993756e+00
569,NeutronStar_19,2.892093e+30,1.397908e+04,4.607481e+06,neutron_star,1.454044e+00,4.295429e+03,3.254408e+00
570,NeutronStar_20,3.203553e+30,1.070212e+04,3.340115e+06,neutron_star,1.610635e+00,4.758020e+03,2.249280e+00
571,NeutronStar_21,2.738847e+30,1.304674e+04,2.033384e+06,neutron_star,1.376997e+00,4.067823e+03,3.207302e+00
572,NeutronStar_22,3.973108e+30,1.218392e+04,9.530072e+06,neutron_star,1.997541e+00,5.900988e+03,2.064725e+00
573,NeutronStar_23,3.931851e+30,1.141329e+04,4.649821e+06,neutron_star,1.976798e+00,5.839712e+03,1.954427e+00
574,NeutronStar_24,3.039457e+30,1.417832e+04,9.654633e+06,neutron_star,1.528133e+00,4.514298e+03,3.140758e+00
575,NeutronStar_25,3.004706e+30,1.134772e+04,8.415258e+06,neutron_star,1.510662e+00,4.462686e+03,2.542800e+00
576,NeutronStar_26,4.049334e+30,1.476254e+04,6.913858e+06,neutron_star,2.035864e+00,6.014200e+03,2.454613e+00
577,NeutronStar_27,2.771387e+30,1.255535e+04,4.505021e+06,neutron_star,1.393357e+00,4.116153e+03,3.050264e+00
578,NeutronStar_28,4.203682e+30,1.457886e+04,6.787495e+06,neutron_star,2.113465e+00,6.243443e+03,2.335067e+00
579,NeutronStar_29,3.264498e+30,1.195515e+04,3.097042e+06,neutron_star,1.641276e+00,4.848538e+03,2.465723e+00
580,NeutronStar_30,2.539796e+30,1.011648e+04,8.263252e+06,neutron_star,1.276921e+00,3.772187e+03,2.681861e+00
581,NeutronStar_31,2.949602e+30,1.054606e+04,3.971844e+06,neutron_star,1.482957e+00,4.380844e+03,2.407312e+00
582,NeutronStar_32,3.669686e+30,1.415900e+04,8.458161e+06,neutron_star,1.844991e+00,5.450336e+03,2.597821e+00
583,NeutronStar_33,3.658456e+30,1.093725e+04,2.425143e+06,neutron_star,1.839344e+00,5.433655e+03,2.012872e+00
584,NeutronStar_34,2.549345e+30,1.019689e+04,4.877173e+06,neutron_star,1.281722e+00,3.786369e+03,2.693053e+00
585,NeutronStar_35,3.459212e+30,1.456799e+04,1.704791e+06,neutron_star,1.739172e+00,5.137733e+03,2.835490e+00
586,NeutronStar_36,4.136863e+30,1.233198e+04,2.496524e+06,neutron_star,2.079871e+00,6.144201e+03,2.007092e+00
587,NeutronStar_37,4.278348e+30,1.208003e+04,9.384868e+06,neutron_star,2.151004e+00,6.354339e+03,1.901068e+00
588,NeutronStar_38,2.487555e+30,1.022867e+04,3.945917e+06,neutron_star,1.250656e+00,3.694596e+03,2.768548e+00
589,NeutronStar_39,2.627849e+30,1.030898e+04,5.367687e+06,neutron_star,1.321191e+00,3.902965e+03,2.641320e+00
590,NeutronStar_40,2.497550e+30,1.391642e+04,2.288585e+06,neutron_star,1.255681e+00,3.709442e+03,3.751622e+00
591,NeutronStar_41,2.441383e+30,1.402365e+04,5.153292e+06,neutron_star,1.227443e+00,3.626021e+03,3.867503e+00
592,NeutronStar_42,3.526957e+30,1.246912e+04,8.033774e+06,neutron_star,1.773231e+00,5.238350e+03,2.380353e+00
593,NeutronStar_43,4.441905e+30,1.056367e+04,6.520114e+06,neutron_star,2.233235e+00,6.597259e+03,1.601221e+00
594,NeutronStar_44,4.141093e+30,1.068944e+04,4.522300e+06,neutron_star,2.081997e+00,6.150484e+03,1.737984e+00
595,NeutronStar_45,4.326246e+30,1.035976e+04,2.640613e+06,neutron_star,2.175086e+00,6.425479e+03,1.612294e+00
596,NeutronStar_46,2.876422e+30,1.189459e+04,7.939503e+06,neutron_star,1.446165e+00,4.272155e+03,2.784215e+00
597,NeutronStar_47,3.853864e+30,1.143357e+04,7.633382e+06,neutron_star,1.937589e+00,5.723883e+03,1.997521e+00
598,NeutronStar_48,3.953593e+30,1.071186e+04,2.578358e+06,neutron_star,1.987729e+00,5.872002e+03,1.824226e+00
599,NeutronStar_49,3.129125e+30,1.452889e+04,1.037074e+06,neutron_star,1.573215e+00,4.647476e+03,3.126190e+00
600,NeutronStar_50,3.422058e+30,1.331797e+04,6.321088e+06,neutron_star,1.720492e+00,5.082550e+03,2.620333e+00
601,NeutronStar_51,4.163074e+30,1.328528e+04,2.551144e+06,neutron_star,2.093049e+00,6.183131e+03,2.148633e+00
602,NeutronStar_52,2.799283e+30,1.423347e+04,3.433372e+06,neutron_star,1.407382e+00,4.157584e+03,3.423495e+00
603,NeutronStar_53,3.471262e+30,1.257133e+04,3.961279e+06,neutron_star,1.745230e+00,5.155630e+03,2.438369e+00
604,NeutronStar_54,3.203381e+30,1.156175e+04,9.294663e+06,neutron_star,1.610548e+00,4.757764e+03,2.430080e+00
605,NeutronStar_55,3.987829e+30,1.174856e+04,3.988705e+06,neutron_star,2.004942e+00,5.922852e+03,1.983598e+00
606,NeutronStar_56,4.451956e+30,1.374145e+04,2.935601e+06,neutron_star,2.238288e+00,6.612187e+03,2.078200e+00
607,NeutronStar_57,3.410579e+30,1.415329e+04,8.550574e+06,neutron_star,1.714720e+00,5.065501e+03,2.794054e+00
608,NeutronStar_58,2.779846e+30,1.291085e+04,3.995210e+06,neutron_star,1.397610e+00,4.128717e+03,3.127086e+00
609,NeutronStar_59,2.662479e+30,1.217782e+04,5.267549e+06,neutron_star,1.338602e+00,3.954399e+03,3.079562e+00
610,NeutronStar_60,4.397796e+30,1.282943e+04,4.783133e+06,neutron_star,2.211059e+00,6.531747e+03,1.964165e+00
611,NeutronStar_61,3.678201e+30,1.242670e+04,4.346018e+06,neutron_star,1.849272e+00,5.462982e+03,2.274710e+00
612,NeutronStar_62,3.355944e+30,1.473490e+04,2.263546e+06,neutron_star,1.687252e+00,4.984356e+03,2.956229e+00
613,NeutronStar_63,3.235680e+30,1.315486e+04,2.530938e+06,neutron_star,1.626787e+00,4.805735e+03,2.737326e+00
614,NeutronStar_64,3.775140e+30,1.437817e+04,2.613506e+06,neutron_star,1.898009e+00,5.606959e+03,2.564343e+00
615,NeutronStar_65,2.361862e+30,1.448697e+04,6.864418e+06,neutron_star,1.187462e+00,3.507913e+03,4.129798e+00
616,NeutronStar_66,3.969337e+30,1.103334e+04,2.426736e+06,neutron_star,1.995644e+00,5.895386e+03,1.871521e+00
617,NeutronStar_67,3.839333e+30,1.249643e+04,8.283731e+06,neutron_star,1.930283e+00,5.702300e+03,2.191472e+00
618,NeutronStar_68,3.807125e+30,1.039084e+04,9.502443e+06,neutron_star,1.914090e+00,5.654463e+03,1.837635e+00
619,NeutronStar_69,3.424026e+30,1.271401e+04,9.197262e+06,neutron_star,1.721481e+00,5.085474e+03,2.500065e+00
620,NeutronStar_70,3.343945e+30,1.475120e+04,6.998552e+06,neutron_star,1.681219e+00,4.966535e+03,2.970119e+00
621,NeutronStar_71,4.278558e+30,1.377876e+04,6.459428e+06,neutron_star,2.151110e+00,6.354652e+03,2.168295e+00
622,NeutronStar_72,2.492281e+30,1.470174e+04,3.053635e+06,neutron_star,1.253032e+00,3.701616e+03,3.971708e+00
623,NeutronStar_73,3.385158e+30,1.051880e+04,1.896808e+06,neutron_star,1.701939e+00,5.027744e+03,2.092151e+00
624,NeutronStar_74,4.423536e+30,1.125817e+04,7.478615e+06,neutron_star,2.224000e+00,6.569977e+03,1.713578e+00
625,NeutronStar_75,3.723798e+30,1.274436e+04,4.850558e+06,neutron_star,1.872196e+00,5.530705e+03,2.304293e+00
626,NeutronStar_76,2.720818e+30,1.432350e+04,5.965605e+06,neutron_star,1.367933e+00,4.041046e+03,3.544503e+00
627,NeutronStar_77,2.303757e+30,1.354479e+04,7.530766e+06,neutron_star,1.158249e+00,3.421614e+03,3.958598e+00
628,NeutronStar_78,4.240411e+30,1.191171e+04,2.814405e+06,neutron_star,2.131931e+00,6.297995e+03,1.891349e+00
629,NeutronStar_79,4.263633e+30,1.346208e+04,5.077688e+06,neutron_star,2.143606e+00,6.332484e+03,2.125877e+00
630,NeutronStar_80,2.329290e+30,1.364256e+04,6.827151e+06,neutron_star,1.171086e+00,3.459536e+03,3.943465e+00
631,NeutronStar_81,3.904643e+30,1.070798e+04,3.810053e+06,neutron_star,1.963119e+00,5.799301e+03,1.846426e+00
632,NeutronStar_82,3.731696e+30,1.470639e+04,1.657668e+06,neutron_star,1.876167e+00,5.542434e+03,2.653417e+00
633,NeutronStar_83,2.694491e+30,1.097714e+04,2.550934e+06,neutron_star,1.354697e+00,4.001945e+03,2.742952e+00
634,NeutronStar_84,3.575487e+30,1.289194e+04,2.886944e+06,neutron_star,1.797630e+00,5.310428e+03,2.427666e+00
635,NeutronStar_85,2.649409e+30,1.185546e+04,9.326935e+06,neutron_star,1.332031e+00,3.934988e+03,3.012833e+00
636,NeutronStar_86,2.945247e+30,1.350874e+04,7.927718e+06,neutron_star,1.480768e+00,4.374375e+03,3.088153e+00
637,NeutronStar_87,4.556212e+30,1.286014e+04,4.036935e+06,neutron_star,2.290705e+00,6.767032e+03,1.900410e+00
638,NeutronStar_88,2.772137e+30,1.304829e+04,7.553357e+06,neutron_star,1.393734e+00,4.117267e+03,3.169163e+00
639,NeutronStar_89,2.643018e+30,1.295084e+04,6.620083e+06,neutron_star,1.328817e+00,3.925495e+03,3.299162e+00
640,NeutronStar_90,3.192832e+30,1.129878e+04,7.129878e+06,neutron_star,1.605245e+00,4.742097e+03,2.382655e+00
641,NeutronStar_91,2.477296e+30,1.399338e+04,9.662077e+06,neutron_star,1.245498e+00,3.679359e+03,3.803211e+00
642,NeutronStar_92,4.260024e+30,1.311086e+04,4.791689e+06,neutron_star,2.141792e+00,6.327124e+03,2.072168e+00
643,NeutronStar_93,3.289703e+30,1.301030e+04,4.423666e+06,neutron_star,1.653948e+00,4.885972e+03,2.662787e+00
644,NeutronStar_94,2.189721e+30,1.495566e+04,3.652571e+06,neutron_star,1.100915e+00,3.252244e+03,4.598567e+00
645,NeutronStar_95,3.245994e+30,1.360542e+04,8.903528e+06,neutron_star,1.631973e+00,4.821054e+03,2.822085e+00
646,NeutronStar_96,2.806524e+30,1.396342e+04,3.071529e+06,neutron_star,1.411022e+00,4.168339e+03,3.349877e+00
647,NeutronStar_97,2.897705e+30,1.108416e+04,2.523095e+06,neutron_star,1.456865e+00,4.303765e+03,2.575457e+00
648,NeutronStar_98,4.172586e+30,1.116770e+04,8.844835e+06,neutron_star,2.097831e+00,6.197259e+03,1.802038e+00
649,NeutronStar_99,4.287859e+30,1.201509e+04,3.993731e+06,neutron_star,2.155786e+00,6.368465e+03,1.886653e+00
650,NeutronStar_100,3.694256e+30,1.022206e+04,7.371104e+06,neutron_star,1.857344e+00,5.486828e+03,1.863018e+00
651,NeutronStar_101,2.864813e+30,1.067613e+04,8.151145e+06,neutron_star,1.440328e+00,4.254913e+03,2.509130e+00
652,NeutronStar_102,2.732690e+30,1.194166e+04,1.412834e+06,neutron_star,1.373902e+00,4.058679e+03,2.942253e+00
653,NeutronStar_103,2.988688e+30,1.030542e+04,1.971133e+06,neutron_star,1.502608e+00,4.438896e+03,2.321618e+00
654,NeutronStar_104,3.835738e+30,1.132439e+04,3.683015e+06,neutron_star,1.928476e+00,5.696961e+03,1.987795e+00
655,NeutronStar_105,3.561660e+30,1.294845e+04,1.508414e+06,neutron_star,1.790679e+00,5.289891e+03,2.447772e+00
656,NeutronStar_106,2.802398e+30,1.094666e+04,1.617234e+06,neutron_star,1.408948e+00,4.162211e+03,2.630011e+00
657,NeutronStar_107,3.456298e+30,1.280049e+04,4.332273e+06,neutron_star,1.737706e+00,5.133404e+03,2.493568e+00
658,NeutronStar_108,3.519350e+30,1.333645e+04,6.657839e+06,neutron_star,1.769407e+00,5.227052e+03,2.551429e+00
659,NeutronStar_109,3.281889e+30,1.268838e+04,7.976209e+06,neutron_star,1.650019e+00,4.874366e+03,2.603082e+00
660,NeutronStar_110,3.025132e+30,1.382982e+04,9.494409e+06,neutron_star,1.520931e+00,4.493024e+03,3.078066e+00
