case,category,M_solar,a_m,e,P_year,T0_year,f_true_deg,z,f_emit_Hz,f_obs_Hz,lambda_emit_nm,lambda_obs_nm,v_los_mps,v_tot_mps,z_geom_hint,N0,source,r_emit_m,n_round,z_obs,z_source,r_eff_m,v_tot_mps_eff,z_gr,z_sr,z_grsr,z_seg,dz_seg,dz_gr,dz_sr,dz_grsr,ratio_seg_gr,ratio_seg_grsr
XTE_J1859+226,S-star orbital,7.8,145112000000000.0,0.884,16.05,2021.480937855675,45.88038694156995,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,176595.74919366094,312002.4052639583,,1.0,Stellar BH: Fast X-ray transient,429386.326979474,6.0,1.0000000000065512e-05,freq,429386.326979474,312002.4052639583,0.027954338771615905,0.0005896018897915134,0.028560422592375012,0.028643378345811765,0.0286333783458117,0.02794433877161584,0.0005796018897914479,0.028550422592374947,1.0246575730357144,1.0029055875852046
GS_2000+25,S-star orbital,7.5,145112000000000.0,0.884,16.05,2022.1007653833976,89.8307061202528,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,391361.6838226835,477771.5930714453,,1.0,Stellar BH: Soft X-ray transient,551603.8560714532,7.0,1.0000000000065512e-05,freq,551603.8560714532,477771.5930714453,0.0207035083620013,0.0013067136189899298,0.022037275537328815,0.02209817705772532,0.022088177057725256,0.020693508362001234,0.0012967136189898643,0.02202727553732875,1.0673964352166114,1.0027648231073016
Nova_Sco_1994,S-star orbital,6.9,145112000000000.0,0.884,16.05,2021.545533383322,334.7571656497228,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,289307.0855639829,484983.9398065288,,1.0,Stellar BH: X-ray nova,552313.5548474505,8.0,1.0000000000065512e-05,freq,552313.5548474505,484983.9398065288,0.018974599006365445,0.0009663343565211591,0.019959269169807614,0.020013934103572772,0.020003934103572707,0.01896459900636538,0.0009563343565210936,0.01994926916980755,1.0548039585154676,1.0027401973124856
SAX_J1819.3-2525,S-star orbital,7.1,145112000000000.0,0.884,16.05,2027.3656447175508,119.58676846071432,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,36925.42938237118,308150.79652803903,,1.0,Stellar BH: Galactic plane BH,529864.4670033519,7.0,1.0000000000065512e-05,freq,529864.4670033519,308150.79652803903,0.02039420409369197,0.00012369830897784873,0.020520425131229203,0.020579546950713068,0.020569546950713002,0.020384204093691904,0.00011369830897778321,0.020510425131229137,1.0090924745537873,1.002882525306306
XTE_J1752-223,S-star orbital,9.5,145112000000000.0,0.884,16.05,2027.8737450913547,38.91442550506456,1e-05,456805024067434.56,456800456062873.9,656.281,656.2875628099999,104057.49517650672,331980.53470241866,,1.0,Stellar BH: Outbursting BH,746353.7725098422,8.0,1.0000000000065512e-05,freq,746353.7725098422,331980.53470241866,0.019342953899242232,0.00034771178744885667,0.01969739145976601,0.019757505354420335,0.01974750535442027,0.019332953899242167,0.00033771178744879116,0.019687391459765946,1.021442737480192,1.0030534210069004
M87* ALMA_Band3 2.30e+11 Hz | 2017-04-05,S-star orbital,6500000000.0,145112000000000.0,0.884,16.05,,,0.0,230000000000.0,230000000000.0,,,,,,,M87*,12000000000000.0,0.0,0.0,freq,12000000000000.0,371256503.26480126,,707113.6025254686,707113.6025254686,707113.6025254686,707113.6025254686,,707113.6025254686,707113.6025254686,,1.0
M87* ALMA_Band3 3.45e+11 Hz | 2017-04-05,S-star orbital,6500000000.0,145112000000000.0,0.884,16.05,,,0.0,345000000000.0,345000000000.0,,,,,,,M87*,12000000000000.0,0.0,0.0,freq,12000000000000.0,371256503.26480126,,707113.6025254686,707113.6025254686,707113.6025254686,707113.6025254686,,707113.6025254686,707113.6025254686,,1.0
M87* ALMA_Band6 2.28e+14 Hz | 2017-04-05,S-star orbital,6500000000.0,145112000000000.0,0.884,16.05,,,0.0,228000000000000.0,228000000000000.0,,,,,,,M87*,12000000000000.0,0.0,0.0,freq,12000000000000.0,371256503.26480126,,707113.6025254686,707113.6025254686,707113.6025254686,707113.6025254686,,707113.6025254686,707113.6025254686,,1.0
M87* ALMA_Band7 3.40e+14 Hz | 2017-04-05,S-star orbital,6500000000.0,145112000000000.0,0.884,16.05,,,0.0,340000000000000.0,340000000000000.0,,,,,,,M87*,12000000000000.0,0.0,0.0,freq,12000000000000.0,371256503.26480126,,707113.6025254686,707113.6025254686,707113.6025254686,707113.6025254686,,707113.6025254686,707113.6025254686,,1.0
M87* SMA 4.50e+14 Hz | 2017-04-05,S-star orbital,6500000000.0,145112000000000.0,0.884,16.05,,,0.0,450000000000000.0,450000000000000.0,,,,,,,M87*,12000000000000.0,0.0,0.0,freq,12000000000000.0,371256503.26480126,,707113.6025254686,707113.6025254686,707113.6025254686,707113.6025254686,,707113.6025254686,707113.6025254686,,1.0
M87* JCMT 8.60e+14 Hz | 2017-04-05,S-star orbital,6500000000.0,145112000000000.0,0.884,16.05,,,0.0,860000000000000.0,860000000000000.0,,,,,,,M87*,12000000000000.0,0.0,0.0,freq,12000000000000.0,371256503.26480126,,707113.6025254686,707113.6025254686,707113.6025254686,707113.6025254686,,707113.6025254686,707113.6025254686,,1.0
M87* Chandra 2.00e+17 Hz | 2017-04-11,S-star orbital,6500000000.0,145112000000000.0,0.884,16.05,,,0.0,2e+17,2e+17,,,,,,,M87*,12000000000000.0,0.0,0.0,freq,12000000000000.0,371256503.26480126,,707113.6025254686,707113.6025254686,707113.6025254686,707113.6025254686,,707113.6025254686,707113.6025254686,,1.0
M87* Chandra 5.00e+17 Hz | 2017-04-11,S-star orbital,6500000000.0,145112000000000.0,0.884,16.05,,,0.0,5e+17,5e+17,,,,,,,M87*,12000000000000.0,0.0,0.0,freq,12000000000000.0,371256503.26480126,,707113.6025254686,707113.6025254686,707113.6025254686,707113.6025254686,,707113.6025254686,707113.6025254686,,1.0
M87* Chandra 1.00e+18 Hz | 2017-04-11,S-star orbital,6500000000.0,145112000000000.0,0.884,16.05,,,0.0,1e+18,1e+18,,,,,,,M87*,12000000000000.0,0.0,0.0,freq,12000000000000.0,371256503.26480126,,707113.6025254686,707113.6025254686,707113.6025254686,707113.6025254686,,707113.6025254686,707113.6025254686,,1.0
M87* Chandra 2.00e+18 Hz | 2017-04-11,S-star orbital,6500000000.0,145112000000000.0,0.884,16.05,,,0.0,2e+18,2e+18,,,,,,,M87*,12000000000000.0,0.0,0.0,freq,12000000000000.0,371256503.26480126,,707113.6025254686,707113.6025254686,707113.6025254686,707113.6025254686,,707113.6025254686,707113.6025254686,,1.0
Cyg X-1 thermal 1.00e+17 Hz | T=3.0e+07 K,S-star orbital,14.8,145112000000000.0,0.884,16.05,,,11.30539649431398,1e+17,8126515878314651.0,,,,,,,Cyg_X-1,44000.0,0.0137692565985457,11.30539649431398,freq,44000.0,298800899.59781617,11.30539649431398,11.305396354000827,150.4227811556658,150.8990586285945,139.59366213428052,0.0,1.4031315309637193e-07,139.11738466135182,,1.0034235654594001
Cyg X-1 thermal 1.50e+17 Hz | T=3.0e+07 K,S-star orbital,14.8,145112000000000.0,0.884,16.05,,,11.305396494313982,1.5e+17,1.2189773817471976e+16,,,,,,,Cyg_X-1,44000.0,0.0137692565985457,11.30539649431398,freq,44000.0,298800899.59781617,11.30539649431398,11.305396354000827,150.4227811556658,150.8990586285945,139.59366213428052,0.0,1.4031315309637193e-07,139.11738466135182,,1.0034235654594001
Cyg X-1 thermal 2.00e+17 Hz | T=3.0e+07 K,S-star orbital,14.8,145112000000000.0,0.884,16.05,,,11.30539649431398,2e+17,1.6253031756629302e+16,,,,,,,Cyg_X-1,44000.0,0.0137692565985457,11.30539649431398,freq,44000.0,298800899.59781617,11.30539649431398,11.305396354000827,150.4227811556658,150.8990586285945,139.59366213428052,0.0,1.4031315309637193e-07,139.11738466135182,,1.0034235654594001
Cyg X-1 thermal 3.00e+17 Hz | T=3.0e+07 K,S-star orbital,14.8,145112000000000.0,0.884,16.05,,,11.305396494313982,3e+17,2.437954763494395e+16,,,,,,,Cyg_X-1,44000.0,0.0137692565985457,11.30539649431398,freq,44000.0,298800899.59781617,11.30539649431398,11.305396354000827,150.4227811556658,150.8990586285945,139.59366213428052,0.0,1.4031315309637193e-07,139.11738466135182,,1.0034235654594001
Cyg X-1 thermal 5.00e+17 Hz | T=3.0e+07 K,S-star orbital,14.8,145112000000000.0,0.884,16.05,,,11.30539649431398,5e+17,4.0632579391573256e+16,,,,,,,Cyg_X-1,44000.0,0.0137692565985457,11.30539649431398,freq,44000.0,298800899.59781617,11.30539649431398,11.305396354000827,150.4227811556658,150.8990586285945,139.59366213428052,0.0,1.4031315309637193e-07,139.11738466135182,,1.0034235654594001
Cyg X-1 thermal 7.00e+17 Hz | T=3.0e+07 K,S-star orbital,14.8,145112000000000.0,0.884,16.05,,,11.30539649431398,7e+17,5.688561114820256e+16,,,,,,,Cyg_X-1,44000.0,0.0137692565985457,11.30539649431398,freq,44000.0,298800899.59781617,11.30539649431398,11.305396354000827,150.4227811556658,150.8990586285945,139.59366213428052,0.0,1.4031315309637193e-07,139.11738466135182,,1.0034235654594001
Cyg X-1 thermal 1.00e+18 Hz | T=3.0e+07 K,S-star orbital,14.8,145112000000000.0,0.884,16.05,,,11.30539649431398,1e+18,8.126515878314651e+16,,,,,,,Cyg_X-1,44000.0,0.0137692565985457,11.30539649431398,freq,44000.0,298800899.59781617,11.30539649431398,11.305396354000827,150.4227811556658,150.8990586285945,139.59366213428052,0.0,1.4031315309637193e-07,139.11738466135182,,1.0034235654594001
Cyg X-1 thermal 1.50e+18 Hz | T=3.0e+07 K,S-star orbital,14.8,145112000000000.0,0.884,16.05,,,11.30539649431398,1.5e+18,1.2189773817471976e+17,,,,,,,Cyg_X-1,44000.0,0.0137692565985457,11.30539649431398,freq,44000.0,298800899.59781617,11.30539649431398,11.305396354000827,150.4227811556658,150.8990586285945,139.59366213428052,0.0,1.4031315309637193e-07,139.11738466135182,,1.0034235654594001
Cyg X-1 thermal 2.00e+18 Hz | T=3.0e+07 K,S-star orbital,14.8,145112000000000.0,0.884,16.05,,,11.30539649431398,2e+18,1.6253031756629302e+17,,,,,,,Cyg_X-1,44000.0,0.0137692565985457,11.30539649431398,freq,44000.0,298800899.59781617,11.30539649431398,11.305396354000827,150.4227811556658,150.8990586285945,139.59366213428052,0.0,1.4031315309637193e-07,139.11738466135182,,1.0034235654594001
Cyg X-1 thermal 3.00e+18 Hz | T=3.0e+07 K,S-star orbital,14.8,145112000000000.0,0.884,16.05,,,11.30539649431398,3e+18,2.4379547634943952e+17,,,,,,,Cyg_X-1,44000.0,0.0137692565985457,11.30539649431398,freq,44000.0,298800899.59781617,11.30539649431398,11.305396354000827,150.4227811556658,150.8990586285945,139.59366213428052,0.0,1.4031315309637193e-07,139.11738466135182,,1.0034235654594001
S2 Br-gamma 2002-05-15 | phase=0.12,S-star orbital,4150000.0,145112000000000.0,0.884,16.05,,,0.0006670310328247,456805000000000.0,456500500000000.0,,,,,,,S2,38071500000.0,2.3553475899885634,0.0006670310328247275,freq,38071500000.0,170087715.61881828,0.21440274046764363,0.21436492529700368,0.47472809320846654,0.4779536764653358,0.4772866454325111,0.2137357094348189,0.21369789426417896,0.4740610621756418,2.233069273705361,1.006804151435821
S2 H-alpha 2002-05-15 | phase=0.12,S-star orbital,4150000.0,145112000000000.0,0.884,16.05,,,0.000661595640625,690757500000000.0,690300800000000.0,,,,,,,S2,38071500000.0,2.3553475899885634,0.0006615956406250678,freq,38071500000.0,170087715.61881828,0.21440274046764363,0.21436492529700368,0.47472809320846654,0.4779536764653358,0.47729208082471075,0.21374114482701856,0.21370332965637862,0.47406649756784147,2.2330379170139882,1.00680407342307
S2 Br-gamma 2004-03-20 | phase=0.24,S-star orbital,4150000.0,145112000000000.0,0.884,16.05,,,0.0017653508771929,456805000000000.0,456000000000000.0,,,,,,,S2,21000000000.0,1.119003215192037,0.0017653508771928728,freq,21000000000.0,229021402.20677394,0.5497565280756764,0.5496779402049616,1.4016235042475071,1.4121780745009858,1.4104127236237929,0.5479911771984836,0.5479125893277688,1.3998581533703143,2.573787284011214,1.0075397426718324
S2 H-alpha 2004-03-20 | phase=0.24,S-star orbital,4150000.0,145112000000000.0,0.884,16.05,,,0.0018237853517041,690757500000000.0,689500000000000.0,,,,,,,S2,21000000000.0,1.119003215192037,0.0018237853517042435,freq,21000000000.0,229021402.20677394,0.5497565280756764,0.5496779402049616,1.4016235042475071,1.4121780745009858,1.4103542891492815,0.5479327427239722,0.5478541548532574,1.399799718895803,2.5739551210936935,1.0075400574175029
S2 Br-gamma 2006-01-10 | phase=0.36,S-star orbital,4150000.0,145112000000000.0,0.884,16.05,,,0.0028649835345773,456805000000000.0,455500000000000.0,,,,,,,S2,15000000000.0,0.419784660910797,0.0028649835345773145,freq,15000000000.0,270984578.7829031,1.3382015429788057,1.3379316641808856,4.466555424566754,4.505315271051553,4.502450287516976,1.3353365594442284,1.3350666806463083,4.463690441032177,3.371771899505928,1.0086833634627757
S2 H-alpha 2006-01-10 | phase=0.36,S-star orbital,4150000.0,145112000000000.0,0.884,16.05,,,0.0032788671023965,690757500000000.0,688500000000000.0,,,,,,,S2,15000000000.0,0.419784660910797,0.0032788671023964433,freq,15000000000.0,270984578.7829031,1.3382015429788057,1.3379316641808856,4.466555424566754,4.505315271051553,4.502036403949157,1.3349226758764092,1.3346527970784892,4.463276557464358,3.372507251023705,1.0086841686787205
S2 Br-gamma 2008-11-05 | phase=0.48,S-star orbital,4150000.0,145112000000000.0,0.884,16.05,,,0.0039670329670329,456805000000000.0,455000000000000.0,,,,,,,S2,12000000000.0,0.0,0.003967032967032935,freq,12000000000.0,302971535.4597921,,707113.6025254686,707113.6025254686,707113.6025254686,707113.5985584356,,707113.5985584356,707113.5985584356,,1.0
S2 H-alpha 2008-11-05 | phase=0.48,S-star orbital,4150000.0,145112000000000.0,0.884,16.05,,,0.0047381818181818,690757500000000.0,687500000000000.0,,,,,,,S2,12000000000.0,0.0,0.0047381818181817525,freq,12000000000.0,302971535.4597921,,707113.6025254686,707113.6025254686,707113.6025254686,707113.5977872867,,707113.5977872867,707113.5977872867,,1.0
S2 Br-gamma 2010-09-15 | phase=0.60,S-star orbital,4150000.0,145112000000000.0,0.884,16.05,,,0.0044085312225153,456805000000000.0,454800000000000.0,,,,,,,S2,10000000000.0,0.0,0.004408531222515499,freq,10000000000.0,331889832.1123754,,707113.6025254686,707113.6025254686,707113.6025254686,707113.5981169373,,707113.5981169373,707113.5981169373,,1.0
S2 H-alpha 2010-09-15 | phase=0.60,S-star orbital,4150000.0,145112000000000.0,0.884,16.05,,,0.0054694323144104,690757500000000.0,687000000000000.0,,,,,,,S2,10000000000.0,0.0,0.005469432314410438,freq,10000000000.0,331889832.1123754,,707113.6025254686,707113.6025254686,707113.6025254686,707113.5970560362,,707113.5970560362,707113.5970560362,,1.0
NED 2002AJ....124..675C 1.40e+09 Hz,,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1981A&AS...45..367K 1.40e+09 Hz,,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1992ApJS...79..331W 1.40e+09 Hz,,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2011ApJ...731L..41B 1.40e+09 Hz,,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1981A&AS...45..367K 1.40e+09 Hz,,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2014MNRAS.440..696A 1.40e+09 Hz,,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2004ApJ...607..800B 1.40e+09 Hz,,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2014MNRAS.440..696A 1.40e+09 Hz,,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1964AJ.....69..277H 1.40e+09 Hz,,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1980MNRAS.190..903L 1.40e+09 Hz,,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1969ApJ...157....1K 1.40e+09 Hz,,6500000000.0,,,,,,0.0042,1405880000.0,1400000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1990PKS90.C...0000W 1.41e+09 Hz,,6500000000.0,,,,,,0.0042,1415922000.0,1410000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2010MNRAS.404..180D 1.47e+09 Hz,,6500000000.0,,,,,,0.0042,1476174000.0,1470000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1978ApJS...36...53D 2.38e+09 Hz,,6500000000.0,,,,,,0.0042,2389996000.0,2380000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1975AuJPA..38....1W 2.65e+09 Hz,,6500000000.0,,,,,,0.0042,2661130000.0,2650000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1981A&AS...45..367K 2.70e+09 Hz,,6500000000.0,,,,,,0.0042,2711340000.0,2700000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1981A&AS...45..367K 2.70e+09 Hz,,6500000000.0,,,,,,0.0042,2711340000.0,2700000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1980MNRAS.190..903L 2.70e+09 Hz,,6500000000.0,,,,,,0.0042,2711340000.0,2700000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1969ApJ...157....1K 2.70e+09 Hz,,6500000000.0,,,,,,0.0042,2711340000.0,2700000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1990PKS90.C...0000W 2.70e+09 Hz,,6500000000.0,,,,,,0.0042,2711340000.0,2700000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1986ApJS...61....1B 4.78e+09 Hz,,6500000000.0,,,,,,0.0042,4800076000.0,4780000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1991ApJS...75....1B 4.85e+09 Hz,,6500000000.0,,,,,,0.0042,4870370000.0,4850000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1991ApJS...75.1011G 4.85e+09 Hz,,6500000000.0,,,,,,0.0042,4870370000.0,4850000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1997A&AS..122..235L 4.89e+09 Hz,,6500000000.0,,,,,,0.0042,4910538000.0,4890000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1969ApJ...157....1K 5.00e+09 Hz,,6500000000.0,,,,,,0.0042,5021000000.0,5000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1981A&AS...45..367K 5.00e+09 Hz,,6500000000.0,,,,,,0.0042,5021000000.0,5000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1981A&AS...45..367K 5.00e+09 Hz,,6500000000.0,,,,,,0.0042,5021000000.0,5000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1990PKS90.C...0000W 5.00e+09 Hz,,6500000000.0,,,,,,0.0042,5021000000.0,5000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2001ApJ...559L..87N 5.00e+09 Hz,,6500000000.0,,,,,,0.0042,5021000000.0,5000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2001ApJ...559L..87N 5.00e+09 Hz,,6500000000.0,,,,,,0.0042,5021000000.0,5000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1980MNRAS.190..903L 5.00e+09 Hz,,6500000000.0,,,,,,0.0042,5021000000.0,5000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1981A&AS...45..367K 5.01e+09 Hz,,6500000000.0,,,,,,0.0042,5031042000.0,5010000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
